web-scraper-order,web-scraper-start-url,image-src,Infos,Infos-href,Nombre pièces,Nombre salle de bain,superficie,Adresse
"1740025115-3052","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4298054_uploaded_image1_1689617408.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-point-e-4298054","4","4","225 m2","Point E, Dakar, Sénégal"
"1740025118-3053","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4298092_uploaded_image1_1689619560.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-mamelles-4298092","4","4","","Mamelles, Dakar, Sénégal"
"1740025122-3054","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4334070_uploaded_image1_1691965116.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-studio-zac-mbao-4334070","2","2","","Rufisque, Sénégal"
"1740025125-3055","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4334074_uploaded_image1_1691965295.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-2-4334074","4","2","","Rufisque, Sénégal"
"1740025129-3056","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4334835_uploaded_image1_1692022146.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-4334835","3","3","350 m2","Almadies, Dakar, Sénégal"
"1740025132-3057","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4334927_uploaded_image1_1692025728.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-4334927","3","2","1","Yoff, Dakar, Sénégal"
"1740025138-3058","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4299460_uploaded_image1_1689704330.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-yoff-4299460","4","3","150 m2","Yoff, Dakar, Sénégal"
"1740025141-3059","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4299477_uploaded_image1_1689705259.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-almadie-4299477","4","3","200 m2","Almadies, Dakar, Sénégal"
"1740025144-3060","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4297126_uploaded_image1_1689553199.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mamelles-4297126","4","4","170","Mamelles, Dakar, Sénégal"
"1740025148-3061","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4297351_uploaded_image1_1689587412.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dieuppeul-derkle-4297351","4","3","","Dieuppeul-Derklé, Dakar, Sénégal"
"1740025151-3062","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4297346_uploaded_image1_1689587168.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-dieuppeul-derkle-4297346","3","2","","Dieuppeul-Derklé, Dakar, Sénégal"
"1740025154-3063","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4336173_uploaded_image1_1692106976.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-almadies-4336173","3","3","100","Almadies, Dakar, Sénégal"
"1740025157-3064","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4297578_uploaded_image1_1689595718.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-residence-4297578","4","4","","Fann, Dakar, Sénégal"
"1740025160-3065","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4297598_uploaded_image1_1689596269.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-plateau-4297598","4","4","","Dakar Plateau, Dakar, Sénégal"
"1740025164-3066","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4297667_uploaded_image1_1689598540.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-residence-4297667","4","4","","Fann, Dakar, Sénégal"
"1740025170-3067","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4336385_uploaded_image1_1692115436.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-sacre-coeur-4336385","2","2","","Sacré-Coeur, Dakar, Sénégal"
"1740025174-3068","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4297753_uploaded_image1_1689602164.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mermoz-4297753","3","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740025179-3069","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4300761_uploaded_image1_1689786607.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-apparemment-4-pieces-fann-residence-4300761","4","5","225 m2","Fann, Dakar, Sénégal"
"1740025184-3070","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4297937_uploaded_image1_1689609783.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-keur-gorgui-4297937","4","3","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740025191-3071","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4300957_uploaded_image1_1689796123.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-mermoz-sacre-coeur-4300957","4","4","12","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740025196-3072","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4336750_uploaded_image1_1692137800.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-derkle-4336750","3","2","90","Sicap Liberté, Dakar, Sénégal"
"1740025200-3073","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4297147_uploaded_image1_1689554944.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-yoff-4297147","4","3","220","Yoff, Dakar, Sénégal"
"1740025203-3074","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4297148_uploaded_image1_1689555101.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-yoff-4297148","4","3","220","Yoff, Dakar, Sénégal"
"1740025206-3075","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4337123_uploaded_image1_1692177999.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-pikine-4337123","3","2","150","Pikine, Sénégal"
"1740025210-3076","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4337141_uploaded_image1_1692178701.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sicap-foire-4337141","3","2","150","Sicap foire, Dakar, Sénégal"
"1740025217-3077","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4301754_uploaded_image1_1689855447.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-corniche-almadies-4301754","4","5","190","Almadies, Dakar, Sénégal"
"1740025226-3078","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4298959_uploaded_image1_1689685551.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-virage-4298959","3","3","","Dakar, Sénégal"
"1740025229-3079","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4299334_uploaded_image1_1689698644.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-yoff-4299334","4","4","","Yoff, Dakar, Sénégal"
"1740025235-3080","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4302820_uploaded_image1_1689927048.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4302820","4","5","229","Almadies, Dakar, Sénégal"
"1740025239-3081","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4298997_uploaded_image1_1689687557.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-4298997","4","3","160","Mamelles, Dakar, Sénégal"
"1740025243-3082","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4299345_uploaded_image1_1689699061.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-ouest-foire-4299345","2","2","70","Ouest Foire, Dakar, Sénégal"
"1740025246-3083","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4302985_uploaded_image1_1689936427.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-5-pieces-cite-biagui-4302985","5","4","300 m2","Ngor, Dakar, Sénégal"
"1740025314-3084","https://sn.coinafrique.com/categorie/appartements?page=057","https://images.coinafrique.com/thumb_4347479_uploaded_image1_1692809686.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-point-e-4347479","3","3","","Dakar, Sénégal"
"1740025327-3085","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4311594_uploaded_image1_1690505279.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-cite-mixta-4311594","3","2","100 m2","Sicap Liberté, Dakar, Sénégal"
"1740025329-3086","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4348007_uploaded_image1_1692844812.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelle-4348007","3","3","150 m2","Mamelles, Dakar, Sénégal"
"1740025333-3087","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4348601_uploaded_image1_1692882427.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-ngor-4348601","5","3","","Ngor, Dakar, Sénégal"
"1740025335-3088","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4348604_uploaded_image1_1692882707.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-ngor-4348604","5","3","","Ngor, Dakar, Sénégal"
"1740025337-3089","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4348619_uploaded_image1_1692883307.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-mamelles-4348619","3","3","100","Mamelles, Dakar, Sénégal"
"1740025341-3090","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4321765_uploaded_image1_1691153365.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-apparement-4-pieces-mermoz-dakar-4321765","","","","Dakar, Sénégal"
"1740025344-3091","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4321774_uploaded_image1_1691153733.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-dakar-4321774","","","","Dakar, Sénégal"
"1740025346-3092","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4312267_uploaded_image1_1690555167.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-f5-virage-4312267","5","5","240","Yoff, Dakar, Sénégal"
"1740025349-3093","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4310987_uploaded_image1_1690471274.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-dakar-4310987","2","","","Dakar, Sénégal"
"1740025351-3094","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4348994_uploaded_image1_1692898845.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouest-foire-4348994","","","","Ouest Foire, Dakar, Sénégal"
"1740025354-3095","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4348999_uploaded_image1_1692899156.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartements-ouakam-4348999","1","2","","Ouakam, Dakar, Sénégal"
"1740025357-3096","https://sn.coinafrique.com/categorie/appartements?page=056","https://images.coinafrique.com/thumb_4325857_uploaded_image1_1691429280.jpg","favorite_border1année","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-4325857","","","","Almadies, Dakar, Sénégal"
